eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197005100001,1970,5,10,,0,,499,East Germany (GDR),9,Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,4,Multinational Corporation,,IBM Office,217,United States,,,,,,,,,,,,,,,,,Extraparliamentary Opposition (APO),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
197005100002,1970,5,10,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,12,NGO,61,Domestic NGO,,National Guard Assoc,217,United States,,,,,,,,,,,,,,,,,"Weather Underground, Weathermen",,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,0,0,,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,
197005120001,1970,5,12,,0,,199,Switzerland,8,Western Europe,Geneva,Geneva,46.198392,6.142296,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,6,Airports & Aircraft,42,Aircraft (not at an airport),,Iberia Airlines Aircraft,185,Spain,,,,,,,,,,,,,,,,,1st of May Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197005120002,1970,5,12,,0,,217,United States,1,North America,Texas,Houston,29.813822,-95.365295,1,0,KPFT Radio Transmitter,"5/12/1970: A splinter group of the Ku Klux Klan claimed credit for blowing up a transmitter of the radio station KPFT in Houston, Texas, United States.  KPFT radio gave a platform for people with Communist views.  There were no casualties but the station was knocked of the air.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,16,Telecommunication,88,Radio,KPFT - FM,KPFT transmitter,217,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,Intimidating/preventing KFPT from allowing Communists a network to share their views.,0,,,0,4,4,1,10,Unknown,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,The station was temporarily knocked off the air.,0,,,,,,,0,,,,,,,,,"Of the four perpetrators indicted, two of them, Beam and Moratto, were Klansmen.  Hutto was also accused of being a member of the Klan.  It had been widely reported that a splinter group of the Klan took credit for the attack. The perpetrators were also indicted for 197103110001 and 197010090001.","Martin Waldron, ""2 Bombings Laid to 4 in Houston,"" New York Times, June 12, 1971.","Martin Waldron, ""Houston's KPFT, Two Bombs Later, Tries to Rebuild,"" New York Times, October 24, 1970.","""3 Suspected Klansmen Held in Houston, Texas,"" Atlanta Daily World, January 19, 1971.",Hewitt Project,0,0,0,0,
197005120003,1970,5,12,,0,,217,United States,1,North America,Michigan,Detroit,42.331685,-83.047924,1,0,,"5/12/1970: Unknown perpetrators set fire to a building housing two Selective Services offices in Detroit, Michigan, United States.  There were no casualties but the Selective Service offices sustained $50,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Selective Service Local Boards 186 and 187, Detroit Michigan",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Gasoline can found in the vicinity of the scene,0,0,0,0,0,0,1,3,Minor (likely < $1 million),50000,Selective Service offices heavily damaged,0,,,,,,,0,,,,,,,,,The fire burned for around an hour and a half until firefighters were able to extinguish it.  This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Fire in Draft Offices,"" New York Times, May 13, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,
197005130001,1970,5,13,,0,,217,United States,1,North America,Iowa,Des Moines,41.579662,-93.621506,1,0,Against a wall near a transformer and fuel drums,"5/13/1970: Suspected members of the Black Panthers bombed the Des Moines Police Station in Iowa, United States.  Two people were injured and the attack caused an estimated $200,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,22,"Police Building (headquarters, station, school)",Des Moines Police Department,Des Moines Police Station,217,United States,,,,,,,,,,,,,,,,,Black Panthers,,,,,,To kill police officers,1,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Dynamite explosion,0,0,0,2,2,0,1,3,Minor (likely < $1 million),200000,"Holes in the wall, two-hundred and eighty shattered windows, around a dozen cars damaged, power outages, and windows of several surrounding buildings damaged.",0,,,,,,,0,,,,,,,,,"There was a bomb threat against the Des Moines Police Department a week earlier.  On May 5th 1970, a large quantity of dynamite was stolen from Quick Supply, a dynamite supply warehouse in Ankeny Iowa.  Police believed that the stolen dynamite was used by the Black Panthers in this attack as well as in four other incidents taking place in Iowa during May and June 1970 197005220003, 197006130001, 197006210001, and 197006290001).","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Committee on Internal Security House of Representatives, ""Black Panther Party, Part 4,"" U.S. Government Printing Office, October-November, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,
197005130002,1970,5,13,,0,,217,United States,1,North America,Utah,Salt Lake City,40.759505,-111.888229,1,0,Entrance of building,"5/13/1970: Unknown perpetrators bombed the supply building of the Utah National Guard in Salt Lake City, United States.  There were no casualties and the building sustained an estimated $9,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Utah National Guard,"Utah National Guard, Salt Lake City",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb detonated,0,0,0,0,0,0,1,3,Minor (likely < $1 million),9000,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005130003,1970,5,13,,0,,217,United States,1,North America,North Carolina,Oxford,36.312,-78.5882,1,0,Green Acres housing development,"5/13/1970: Unknown African American perpetrators threw three firebombs at the house of James Rudder, a White citizen of Oxford, North Carolina, United States.  Two of the firebombs failed to ignite and the third caused only minor damage to the roof of the house.  This incident took place during heightened racial tensions in Oxford.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,68,Named Civilian,White citizen in Oxford North Carolina,House of James Rudder,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To protest and intimidate the White community of Oxford North Carolina,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Three firebombs thrown at the house,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor damage to roof of house and convenience store damaged,0,,,,,,,0,,,,,,,,,"The incident occurred around 10:40 PM.  About ten minutes before the attack, the Tiny Tote convince store was firebombed in what was believed to be a diversionary tactic.  Two days before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005260001, 197005260002, 197005140004, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",,,Hewitt Project,-9,-9,0,-9,
197005130004,1970,5,13,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.214195,1,0,Allapattah,"5/13/1970: Members of the Black Afro Militant Movement (BAMM) firebombed the Allapattah Five and Ten Cent Store in Miami, Florida, United States.  There were no casualties and it is unknown if the store sustained any damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,,"Allapattah Five and Ten Cent Store, Miami Florida",217,United States,,,,,,,,,,,,,,,,,Black Afro Militant Movement,,,,,,,0,,,0,6,6,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,The Black Afro Militant Movement committed two other attacks in the Miami area during the same month (197005050004 and 197005200003),"""Final Report to the Grand Jury: B.A.M.M.,"" Eleventh Judicial Circuit Court of Florida, Dade County, November 9, 1970.","""Bomb Suspect Accused in 2nd Case,"" Miami News, May 18, 1972.","S. Nathan Enfield, ""5 BAMM Members Convicted"" Miami News, July 18, 1972.",Hewitt Project,0,0,0,0,
197005140001,1970,5,14,,0,,217,United States,1,North America,Massachusetts,Melrose,42.45717,-71.064049,1,0,Outside of building,"5/14/1970: Unknown perpetrators firebombed the National Guard Armory in Melrose, Massachusetts, United States.  There were no casualties and the damages are unknown.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"National Guard Armory, Melrose Massachusetts",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Molotov cocktail consisting of beer bottles and gasoline,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005140002,1970,5,14,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"5/14/1970: Unknown perpetrators bombed the Alma Mater statue at Columbia University in Manhattan, New York, United States.  There were no casualties but the statue was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,Columbia University,Alma Mater statue,217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the administration of Columbia University and the Vietnam War,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Bomb consisting of one or two sticks of TNT,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,One foot hole damaged in the center of statue and the base shifted five inches,0,,,,,,,0,,,,,,,,,This was one of many attacks against educational institutions within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Robert W. Peterson, ""Crime & the American Response,"" Facts on File, 1973.","""Untitled,"" New York Times, May 15, 1970.",Hewitt Project,-9,-9,0,-9,
197005140003,1970,5,14,,0,,217,United States,1,North America,California,Long Beach,33.783824,-118.11409,1,0,"California State University, Long Beach","5/14/1970: Unknown perpetrators placed a pipe bomb in the Science Building at California State University, Long Beach, United States.  The bomb was discovered and subsequently removed before detonating.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,"California State University, Long Beach","Science Building, California State University, Long Beach",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005140004,1970,5,14,,0,,217,United States,1,North America,North Carolina,Oxford,36.312,-78.5882,1,0,Goshen St.,"5/14/1970: Unknown African American perpetrators attempted to firebomb a tobacco warehouse in Oxford, North Carolina, United States. The firebomb failed but, as part of a diversionary tactic, an unoccupied house in another part of town was damaged by an incendiary device.  This incident took place during heightened racial tensions in Oxford.",1,1,1,1,2,Other Crime Type,0,0,0,7,Facility/Infrastructure Attack,,,,,1,Business,9,Farm/Ranch,White owned tobacco business in Oxford North Carolina,,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To protest and intimidate the White community of Oxford North Carolina,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs with fuse placed in the flues beneath the warehouse,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Unoccupied house on Hicks Mill road damaged.,0,,,,,,,0,,,,,,,,,"Three days before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005260001, 197005260002, 197005130003, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",,,Hewitt Project,-9,-9,0,-9,
197005150001,1970,5,15,,0,,362,West Germany (FRG),8,Western Europe,Berlin,West Berlin,52.50153,13.401851,1,0,,,1,1,1,-9,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,3,Bank/Commerce,,"Savings and Loan of West Berlin, Branch #12",75,Germany,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197005150002,1970,5,15,,0,,218,Uruguay,3,South America,Montevideo,Montevideo,-34.891151,-56.187214,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",,"Residence, Sgt. Selby Stevens, US Military Mission",217,United States,,,,,,,,,,,,,,,,,Tupamaros (Uruguay),,,,,,,0,,,0,4,,,,,,,,,,,,5,Firearms,3,Handgun,,,,,,,,,,,,,Pistols,0,,,0,,,1,3,Minor (likely < $1 million),60000,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,1,1,1,
197005150003,1970,5,15,,0,,362,West Germany (FRG),8,Western Europe,Berlin,West Berlin,52.50153,13.401851,1,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,1,Business,3,Bank/Commerce,,Bank,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,,,,,,,1,4,Unknown,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,-9,-9,-9,-9,
197005150004,1970,5,15,,0,,217,United States,1,North America,Washington,Seattle,47.610786,-122.331306,1,0,Capital Hill Area,"5/15/1970: Larry G. Ward, an African American, was shot and killed by police as he attempted to bomb the Hardcastle Realty office in Seattle, Washington, United States.  The real estate office was the target of a bombing a month earlier.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,1,Business,,,Hardcastle Realty,"Hardcastle Realty, Seattle",217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,,0,,,0,1,0,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Three sticks of dynamite taped to a fuse and blasting cap,1,1,1,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Police received intelligence that the realty office would be attacked and two officers were waiting at the scene.  Ward succeeded in lighting the fuse, but the bomb failed to ignite.  Hardcastle realty was previously bombed in attack 197004190002.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Public Service Strikes Hit San Diego,"" Washington Post, May 16, 1970.",,Hewitt Project,-9,-9,0,-9,
